"Dist Code","Year","State Code","State Name","Dist Name","NITROGEN CONSUMPTION (tons)","NITROGEN SHARE IN NPK (Percent)","NITROGEN PER HA OF NCA (Kg per ha)","NITROGEN PER HA OF GCA (Kg per ha)","PHOSPHATE CONSUMPTION (tons)","PHOSPHATE SHARE IN NPK (Percent)","PHOSPHATE PER HA OF NCA (Kg per ha)","PHOSPHATE PER HA OF GCA (Kg per ha)","POTASH CONSUMPTION (tons)","POTASH SHARE IN NPK (Percent)","POTASH PER HA OF NCA (Kg per ha)","POTASH PER HA OF GCA (Kg per ha)","TOTAL CONSUMPTION (tons)","TOTAL PER HA OF NCA (Kg per ha)","TOTAL PER HA OF GCA (Kg per ha)"
"812","1991","13","West Bengal","Jalpaiguri","12878.0","53.13","0.0","28.11","6308.0","26.03","0.0","13.77","5052.0","20.84","0.0","11.03","24238.0","0.0","52.9"
"812","1992","13","West Bengal","Jalpaiguri","14282.0","58.61","0.0","30.73","7560.0","31.02","0.0","16.27","2527.0","10.37","0.0","5.44","24369.0","0.0","52.43"
"812","1993","13","West Bengal","Jalpaiguri","14448.0","57.67","0.0","35.46","6414.0","25.6","0.0","15.74","4189.0","16.72","0.0","10.28","25051.0","0.0","61.47"
"812","1994","13","West Bengal","Jalpaiguri","15892.0","61.2","49.43","0.0","5596.0","21.55","17.41","0.0","4481.0","17.26","13.94","0.0","25969.0","80.77","0.0"
"812","1995","13","West Bengal","Jalpaiguri","22900.0","67.5","71.23","49.58","6195.0","18.26","19.27","13.41","4830.0","14.24","15.02","10.46","33925.0","105.52","73.45"
"812","1996","13","West Bengal","Jalpaiguri","24140.0","64.56","74.48","0.0","8195.0","21.92","25.28","0.0","5056.0","13.52","15.6","0.0","37391.0","115.36","0.0"
"812","1997","13","West Bengal","Jalpaiguri","24984.0","58.14","77.39","51.47","11922.0","27.74","36.93","24.56","6067.0","14.12","18.79","12.5","42973.0","133.11","88.52"
"812","1998","13","West Bengal","Jalpaiguri","26407.0","54.63","81.77","53.46","14679.0","30.37","45.46","29.72","7249.0","15.0","22.45","14.67","48335.0","149.68","97.85"
"812","1999","13","West Bengal","Jalpaiguri","29478.0","52.85","88.48","57.7","17302.0","31.02","51.93","33.86","8995.0","16.13","27.0","17.61","55775.0","167.41","109.17"
"812","2000","13","West Bengal","Jalpaiguri","27721.0","51.56","82.38","49.44","17227.0","32.04","51.19","30.72","8820.0","16.4","26.21","15.73","53768.0","159.78","95.89"
"812","2001","13","West Bengal","Jalpaiguri","28834.0","49.45","78.58","52.14","18767.0","32.18","51.15","33.94","10710.0","18.37","29.19","19.37","58311.0","158.92","105.45"
"812","2002","13","West Bengal","Jalpaiguri","28459.0","48.08","86.28","49.27","19423.0","32.81","58.88","33.62","11309.0","19.11","34.29","19.58","59191.0","179.45","102.47"
"812","2003","13","West Bengal","Jalpaiguri","29449.0","51.93","87.27","53.59","17572.0","30.99","52.07","31.97","9686.0","17.08","28.7","17.62","56707.0","168.04","103.18"
"812","2004","13","West Bengal","Jalpaiguri","31214.0","46.92","91.81","55.37","18892.0","28.39","55.56","33.51","16427.0","24.69","48.31","29.14","66533.0","195.69","118.02"
"812","2005","13","West Bengal","Jalpaiguri","29405.0","43.86","87.35","52.34","20264.0","30.23","60.19","36.07","17372.0","25.91","51.6","30.92","67041.0","199.15","119.33"
"812","2006","13","West Bengal","Jalpaiguri","18954.0","43.2","56.46","34.43","13497.0","30.77","40.2","24.52","11419.0","26.03","34.01","20.74","43870.0","130.67","79.7"
"812","2007","13","West Bengal","Jalpaiguri","20147.0","46.95","60.2","35.7","12536.0","29.21","37.46","22.21","10227.0","23.83","30.56","18.12","42910.0","128.22","76.03"
"812","2008","13","West Bengal","Jalpaiguri","33170.0","40.53","98.81","60.23","19117.0","23.36","56.95","34.71","29549.0","36.11","88.02","53.66","81836.0","243.78","148.6"
"812","2009","13","West Bengal","Jalpaiguri","49053.0","41.17","146.09","89.9","28413.0","23.85","84.62","52.07","41681.0","34.98","124.14","76.39","119147.0","354.85","218.36"
"812","2010","13","West Bengal","Jalpaiguri","50974.0","46.22","152.56","92.67","31335.0","28.41","93.78","56.97","27968.0","25.36","83.7","50.85","110277.0","330.04","200.49"
"812","2011","13","West Bengal","Jalpaiguri","61832.0","53.63","184.57","113.45","27109.0","23.51","80.92","49.74","26350.0","22.86","78.66","48.35","115291.0","344.15","211.54"
"812","2012","13","West Bengal","Jalpaiguri","62106.0","56.18","185.11","113.06","25993.0","23.51","77.47","47.32","22441.0","20.3","66.89","40.85","110540.0","329.47","201.23"
"812","2013","13","West Bengal","Jalpaiguri","58299.0","59.06","173.5","102.71","14487.0","14.68","43.11","25.52","25927.0","26.27","77.16","45.68","98713.0","293.77","173.91"
"812","2014","13","West Bengal","Jalpaiguri","61806.0","55.29","183.55","111.17","22698.0","20.31","67.41","40.83","27272.0","24.4","80.99","49.05","111776.0","331.96","201.04"
"812","2015","13","West Bengal","Jalpaiguri","67370.0","54.74","199.88","118.76","25135.0","20.42","74.57","44.31","30571.0","24.84","90.7","53.89","123076.0","365.16","216.97"
"812","2016","13","West Bengal","Jalpaiguri","65390.0","56.62","192.87","120.07","21829.0","18.9","64.39","40.08","28267.0","24.48","83.37","51.9","115486.0","340.63","212.05"
"812","2017","13","West Bengal","Jalpaiguri","63434.0","51.06","187.1","110.12","24517.0","19.73","72.31","42.56","36287.0","29.21","107.03","62.99","124239.0","366.44","215.67"
"813","1966","13","West Bengal","Darjeeling","170.0","95.51","1.73","1.54","8.0","4.49","0.08","0.07","0.0","0.0","0.0","0.0","178.0","1.81","1.61"
"813","1967","13","West Bengal","Darjeeling","50.0","64.94","0.52","0.46","27.0","35.06","0.28","0.25","0.0","0.0","0.0","0.0","77.0","0.8","0.71"
"813","1968","13","West Bengal","Darjeeling","71.0","77.17","0.73","0.62","16.0","17.39","0.17","0.14","5.0","5.43","0.05","0.04","92.0","0.95","0.8"
"813","1969","13","West Bengal","Darjeeling","376.0","74.46","3.89","3.22","72.0","14.26","0.74","0.62","57.0","11.29","0.59","0.49","505.0","5.22","4.33"
"813","1970","13","West Bengal","Darjeeling","328.0","86.09","3.18","2.77","24.0","6.3","0.23","0.2","29.0","7.61","0.28","0.25","381.0","3.7","3.22"
"813","1971","13","West Bengal","Darjeeling","770.0","95.53","7.47","6.49","28.0","3.47","0.27","0.24","8.0","0.99","0.08","0.07","806.0","7.82","6.79"
"813","1972","13","West Bengal","Darjeeling","785.0","69.29","7.64","6.64","38.0","3.35","0.37","0.32","310.0","27.36","3.02","2.62","1133.0","11.03","9.59"
"813","1973","13","West Bengal","Darjeeling","631.0","41.21","6.13","5.29","400.0","26.13","3.88","3.35","500.0","32.66","4.85","4.19","1531.0","14.86","12.83"
"813","1974","13","West Bengal","Darjeeling","111.0","42.21","1.08","0.87","75.0","28.52","0.73","0.59","77.0","29.28","0.75","0.6","263.0","2.55","2.06"
"813","1975","13","West Bengal","Darjeeling","241.0","33.8","2.34","1.88","395.0","55.4","3.83","3.08","77.0","10.8","0.75","0.6","713.0","6.92","5.57"
"813","1976","13","West Bengal","Darjeeling","313.0","45.1","3.04","2.36","280.0","40.35","2.72","2.11","101.0","14.55","0.98","0.76","694.0","6.74","5.23"
"813","1977","13","West Bengal","Darjeeling","812.0","59.44","16.85","6.06","427.0","31.26","8.86","3.19","127.0","9.3","2.63","0.95","1366.0","28.34","10.19"
"813","1978","13","West Bengal","Darjeeling","1086.0","48.27","23.51","8.33","813.0","36.13","17.6","6.24","351.0","15.6","7.6","2.69","2250.0","48.7","17.27"
"813","1979","13","West Bengal","Darjeeling","1156.0","49.25","25.86","8.51","864.0","36.81","19.33","6.36","327.0","13.93","7.32","2.41","2347.0","52.51","17.27"
"813","1980","13","West Bengal","Darjeeling","1574.0","46.99","34.44","11.12","1007.0","30.06","22.04","7.11","769.0","22.96","16.83","5.43","3350.0","73.3","23.66"
"813","1981","13","West Bengal","Darjeeling","1835.0","50.1","40.24","12.74","1241.0","33.88","27.21","8.62","587.0","16.03","12.87","4.08","3663.0","80.33","25.44"
"813","1982","13","West Bengal","Darjeeling","2960.0","53.14","64.21","20.66","1710.0","30.7","37.09","11.93","900.0","16.16","19.52","6.28","5570.0","120.82","38.87"
"813","1983","13","West Bengal","Darjeeling","2728.0","54.93","60.09","18.42","951.0","19.15","20.95","6.42","1287.0","25.92","28.35","8.69","4966.0","109.38","33.53"
"813","1984","13","West Bengal","Darjeeling","2960.0","36.71","65.34","20.53","1627.0","20.18","35.92","11.28","3477.0","43.12","76.75","24.11","8064.0","178.01","55.92"
"813","1985","13","West Bengal","Darjeeling","3355.0","50.91","88.52","24.24","1508.0","22.88","39.79","10.9","1727.0","26.21","45.57","12.48","6590.0","173.88","47.62"
"813","1986","13","West Bengal","Darjeeling","5274.0","51.39","38.78","31.32","2647.0","25.79","19.46","15.72","2342.0","22.82","17.22","13.91","10263.0","75.46","60.94"
"813","1987","13","West Bengal","Darjeeling","3689.0","53.73","27.09","25.62","1829.0","26.64","13.43","12.7","1348.0","19.63","9.9","9.36","6866.0","50.41","47.68"
"813","1988","13","West Bengal","Darjeeling","4437.0","43.94","33.84","29.17","3210.0","31.79","24.49","21.1","2451.0","24.27","18.7","16.11","10098.0","77.03","66.39"
"813","1989","13","West Bengal","Darjeeling","4769.0","43.89","-1.0","26.85","3520.0","32.4","-1.0","19.82","2576.0","23.71","-1.0","14.5","10865.0","-1.0","61.18"
"813","1990","13","West Bengal","Darjeeling","7154.0","47.23","52.01","41.5","4590.0","30.31","33.37","26.62","3402.0","22.46","24.73","19.73","15146.0","110.1","87.85"
"813","1991","13","West Bengal","Darjeeling","7452.0","45.53","0.0","46.14","4901.0","29.94","0.0","30.35","4014.0","24.52","0.0","24.85","16367.0","0.0","101.34"
"813","1992","13","West Bengal","Darjeeling","8062.0","52.89","0.0","52.83","4886.0","32.05","0.0","32.02","2295.0","15.06","0.0","15.04","15243.0","0.0","99.89"
"813","1993","13","West Bengal","Darjeeling","8297.0","51.18","0.0","53.32","4375.0","26.99","0.0","28.12","3540.0","21.84","0.0","22.75","16212.0","0.0","104.19"
"813","1994","13","West Bengal","Darjeeling","8891.0","51.78","62.0","0.0","4569.0","26.61","31.86","0.0","3712.0","21.62","25.89","0.0","17172.0","119.75","0.0"
"813","1995","13","West Bengal","Darjeeling","10258.0","55.67","70.34","59.02","4378.0","23.76","30.02","25.19","3790.0","20.57","25.99","21.81","18426.0","126.35","106.01"
"813","1996","13","West Bengal","Darjeeling","11320.0","55.53","78.23","0.0","5173.0","25.38","35.75","0.0","3891.0","19.09","26.89","0.0","20384.0","140.87","0.0"
"813","1997","13","West Bengal","Darjeeling","11959.0","48.46","82.64","67.01","8072.0","32.71","55.78","45.23","4648.0","18.83","32.12","26.05","24679.0","170.54","138.29"
"813","1998","13","West Bengal","Darjeeling","13418.0","46.14","94.71","75.33","9645.0","33.17","68.08","54.15","6016.0","20.69","42.46","33.77","29079.0","205.26","163.25"
"813","1999","13","West Bengal","Darjeeling","15908.0","45.86","107.49","91.6","11210.0","32.31","75.75","64.55","7572.0","21.83","51.17","43.6","34690.0","234.41","199.75"
"813","2000","13","West Bengal","Darjeeling","15122.0","46.93","110.48","81.15","9612.0","29.83","70.22","51.58","7489.0","23.24","54.71","40.19","32223.0","235.41","172.93"
"813","2001","13","West Bengal","Darjeeling","15464.0","44.9","105.59","88.14","10378.0","30.13","70.86","59.15","8602.0","24.97","58.74","49.03","34444.0","235.19","196.32"
"813","2002","13","West Bengal","Darjeeling","15278.0","43.01","106.76","86.46","11057.0","31.12","77.26","62.57","9191.0","25.87","64.22","52.01","35526.0","248.24","201.04"
"813","2003","13","West Bengal","Darjeeling","16120.0","49.53","112.73","91.47","9203.0","28.27","64.36","52.22","7226.0","22.2","50.53","41.0","32549.0","227.62","184.69"
"813","2004","13","West Bengal","Darjeeling","20005.0","52.67","139.06","113.54","9349.0","24.61","64.99","53.06","8631.0","22.72","60.0","48.98","37985.0","264.04","215.58"
"813","2005","13","West Bengal","Darjeeling","19194.0","52.23","135.39","80.05","9605.0","26.14","67.75","40.06","7951.0","21.64","56.08","33.16","36750.0","259.22","153.27"
"813","2006","13","West Bengal","Darjeeling","27122.0","63.91","190.52","140.92","8840.0","20.83","62.1","45.93","6473.0","15.25","45.47","33.63","42435.0","298.08","220.49"
"813","2007","13","West Bengal","Darjeeling","29224.0","59.74","207.7","149.23","8749.0","17.88","62.18","44.68","10946.0","22.38","77.8","55.9","48919.0","347.68","249.8"
"813","2008","13","West Bengal","Darjeeling","14479.0","63.09","109.27","74.59","2192.0","9.55","16.54","11.29","6279.0","27.36","47.39","32.35","22950.0","173.19","118.23"
"813","2009","13","West Bengal","Darjeeling","12491.0","61.48","94.44","64.23","2541.0","12.51","19.21","13.07","5285.0","26.01","39.96","27.18","20317.0","153.6","104.48"
"813","2010","13","West Bengal","Darjeeling","11660.0","48.75","87.29","59.82","5031.0","21.04","37.66","25.81","7225.0","30.21","54.09","37.06","23916.0","179.04","122.69"
"813","2011","13","West Bengal","Darjeeling","7804.0","43.92","57.96","40.49","7537.0","42.42","55.97","39.1","2426.0","13.65","18.02","12.59","17767.0","131.95","92.17"
"813","2012","13","West Bengal","Darjeeling","1864.0","50.89","13.76","9.56","765.0","20.88","5.65","3.92","1034.0","28.23","7.63","5.3","3663.0","27.04","18.78"
"813","2013","13","West Bengal","Darjeeling","163.0","84.02","1.19","0.83","31.0","15.98","0.23","0.16","0.0","0.0","0.0","0.0","194.0","1.42","0.98"
"813","2014","13","West Bengal","Darjeeling","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"813","2015","13","West Bengal","Darjeeling","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"813","2016","13","West Bengal","Darjeeling","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"813","2017","13","West Bengal","Darjeeling","1778.0","78.29","12.83","8.56","23.0","1.01","0.17","0.11","469.0","20.65","3.39","2.26","2271.0","16.39","10.94"
"814","1966","13","West Bengal","Malda","696.0","92.55","2.37","1.73","56.0","7.45","0.19","0.14","0.0","0.0","0.0","0.0","752.0","2.56","1.87"
"814","1967","13","West Bengal","Malda","884.0","75.95","2.96","2.16","280.0","24.05","0.94","0.68","0.0","0.0","0.0","0.0","1164.0","3.9","2.84"
"814","1968","13","West Bengal","Malda","1149.0","87.51","3.85","2.97","140.0","10.66","0.47","0.36","24.0","1.83","0.08","0.06","1313.0","4.4","3.39"
"814","1969","13","West Bengal","Malda","624.0","67.1","2.09","1.47","162.0","17.42","0.54","0.38","144.0","15.48","0.48","0.34","930.0","3.12","2.19"
"814","1970","13","West Bengal","Malda","1244.0","67.28","4.45","2.89","231.0","12.49","0.83","0.54","374.0","20.23","1.34","0.87","1849.0","6.62","4.3"
"814","1971","13","West Bengal","Malda","2565.0","78.32","10.22","6.18","485.0","14.81","1.93","1.17","225.0","6.87","0.9","0.54","3275.0","13.05","7.89"
"814","1972","13","West Bengal","Malda","2416.0","58.26","9.84","6.01","496.0","11.96","2.02","1.23","1235.0","29.78","5.03","3.07","4147.0","16.89","10.32"
"814","1973","13","West Bengal","Malda","1873.0","42.64","6.68","3.97","1320.0","30.05","4.71","2.8","1200.0","27.32","4.28","2.54","4393.0","15.67","9.31"
"814","1974","13","West Bengal","Malda","2446.0","48.27","8.24","5.03","1321.0","26.07","4.45","2.72","1300.0","25.66","4.38","2.67","5067.0","17.08","10.42"
"814","1975","13","West Bengal","Malda","2576.0","48.39","8.99","5.56","1541.0","28.95","5.38","3.33","1206.0","22.66","4.21","2.61","5323.0","18.59","11.5"
"814","1976","13","West Bengal","Malda","3601.0","55.2","12.36","7.57","1540.0","23.61","5.29","3.24","1383.0","21.2","4.75","2.91","6524.0","22.4","13.71"
"814","1977","13","West Bengal","Malda","4598.0","59.94","15.45","10.04","1687.0","21.99","5.67","3.68","1386.0","18.07","4.66","3.03","7671.0","25.78","16.75"
"814","1978","13","West Bengal","Malda","6664.0","61.12","23.07","15.71","1861.0","17.07","6.44","4.39","2379.0","21.82","8.23","5.61","10904.0","37.74","25.7"
"814","1979","13","West Bengal","Malda","6147.0","59.62","21.91","14.6","2078.0","20.15","7.41","4.94","2086.0","20.23","7.44","4.95","10311.0","36.76","24.49"
"814","1980","13","West Bengal","Malda","7966.0","59.34","28.06","20.11","2573.0","19.17","9.06","6.49","2885.0","21.49","10.16","7.28","13424.0","47.28","33.88"
"814","1981","13","West Bengal","Malda","8221.0","64.23","29.49","20.72","2101.0","16.42","7.54","5.29","2477.0","19.35","8.88","6.24","12799.0","45.91","32.26"
"814","1982","13","West Bengal","Malda","14708.0","70.95","52.68","37.69","3516.0","16.96","12.59","9.01","2506.0","12.09","8.98","6.42","20730.0","74.25","53.13"
"814","1983","13","West Bengal","Malda","14220.0","61.08","50.71","35.22","3562.0","15.3","12.7","8.82","5500.0","23.62","19.61","13.62","23282.0","83.03","57.66"
"814","1984","13","West Bengal","Malda","14525.0","58.93","52.14","35.94","5038.0","20.44","18.08","12.47","5083.0","20.62","18.24","12.58","24646.0","88.46","60.99"
"814","1985","13","West Bengal","Malda","15010.0","61.47","54.58","37.38","4924.0","20.16","17.91","12.26","4486.0","18.37","16.31","11.17","24420.0","88.8","60.81"
"814","1986","13","West Bengal","Malda","17260.0","59.25","65.9","38.45","6189.0","21.25","23.63","13.79","5681.0","19.5","21.69","12.66","29130.0","111.23","64.89"
"814","1987","13","West Bengal","Malda","21046.0","60.99","80.39","45.73","7044.0","20.41","26.91","15.31","6419.0","18.6","24.52","13.95","34509.0","131.81","74.99"
"814","1988","13","West Bengal","Malda","20047.0","55.68","80.41","42.27","8524.0","23.68","34.19","17.97","7431.0","20.64","29.81","15.67","36002.0","144.41","75.91"
"814","1989","13","West Bengal","Malda","19801.0","53.36","-1.0","42.69","9726.0","26.21","-1.0","20.97","7578.0","20.42","-1.0","16.34","37105.0","-1.0","80.0"
"814","1990","13","West Bengal","Malda","24134.0","54.55","94.81","49.34","11315.0","25.58","44.45","23.13","8791.0","19.87","34.54","17.97","44240.0","173.8","90.45"
"814","1991","13","West Bengal","Malda","19803.0","48.18","0.0","41.29","10709.0","26.05","0.0","22.33","10591.0","25.77","0.0","22.08","41103.0","0.0","85.7"
"814","1992","13","West Bengal","Malda","23197.0","59.12","0.0","50.56","11037.0","28.13","0.0","24.06","5001.0","12.75","0.0","10.9","39235.0","0.0","85.52"
"814","1993","13","West Bengal","Malda","23548.0","58.95","0.0","54.12","9082.0","22.74","0.0","20.87","7314.0","18.31","0.0","16.81","39944.0","0.0","91.8"
"814","1994","13","West Bengal","Malda","24825.0","61.21","86.77","0.0","8526.0","21.02","29.8","0.0","7207.0","17.77","25.19","0.0","40558.0","141.76","0.0"
"814","1995","13","West Bengal","Malda","23026.0","60.04","81.21","49.93","8312.0","21.67","29.32","18.02","7014.0","18.29","24.74","15.21","38352.0","135.27","83.16"
"814","1996","13","West Bengal","Malda","24111.0","58.86","84.66","0.0","9712.0","23.71","34.1","0.0","7137.0","17.42","25.06","0.0","40960.0","143.82","0.0"
"814","1997","13","West Bengal","Malda","25302.0","53.86","88.29","57.59","13137.0","27.96","45.84","29.9","8542.0","18.18","29.81","19.44","46981.0","163.93","106.94"
"814","1998","13","West Bengal","Malda","27038.0","51.45","94.35","61.83","15459.0","29.42","53.94","35.35","10056.0","19.13","35.09","23.0","52553.0","183.39","120.18"
"814","1999","13","West Bengal","Malda","29329.0","49.34","104.27","66.64","18051.0","30.36","64.17","41.01","12068.0","20.3","42.9","27.42","59448.0","211.35","135.07"
"814","2000","13","West Bengal","Malda","20538.0","47.45","92.14","44.69","11600.0","26.8","52.04","25.24","11146.0","25.75","50.0","24.25","43284.0","194.18","94.19"
"814","2001","13","West Bengal","Malda","22136.0","45.02","99.22","49.81","13722.0","27.91","61.5","30.88","13306.0","27.06","59.64","29.94","49164.0","220.36","110.63"
"814","2002","13","West Bengal","Malda","21911.0","44.08","95.89","49.16","14376.0","28.92","62.92","32.26","13425.0","27.01","58.76","30.12","49712.0","217.57","111.54"
"814","2003","13","West Bengal","Malda","22924.0","48.28","98.7","51.01","12709.0","26.77","54.72","28.28","11849.0","24.95","51.02","26.37","47482.0","204.43","105.65"
"814","2004","13","West Bengal","Malda","30478.0","50.67","133.91","66.74","15272.0","25.39","67.1","33.44","14400.0","23.94","63.27","31.53","60150.0","264.28","131.72"
"814","2005","13","West Bengal","Malda","30584.0","49.61","138.05","69.54","17365.0","28.17","78.38","39.48","13700.0","22.22","61.84","31.15","61649.0","278.27","140.17"
"814","2006","13","West Bengal","Malda","51134.0","54.3","241.88","128.86","22483.0","23.88","106.35","56.66","20545.0","21.82","97.19","51.77","94162.0","445.42","237.29"
"814","2007","13","West Bengal","Malda","46667.0","59.27","221.89","119.31","15402.0","19.56","73.23","39.38","16665.0","21.17","79.24","42.61","78734.0","374.35","201.3"
"814","2008","13","West Bengal","Malda","52745.0","52.03","248.26","117.03","21641.0","21.35","101.86","48.02","26997.0","26.63","127.07","59.9","101383.0","477.19","224.95"
"814","2009","13","West Bengal","Malda","52768.0","51.61","244.3","119.09","21044.0","20.58","97.43","47.49","28425.0","27.8","131.6","64.15","102237.0","473.32","230.74"
"814","2010","13","West Bengal","Malda","54298.0","54.78","249.1","127.62","24388.0","24.61","111.88","57.32","20428.0","20.61","93.72","48.02","99114.0","454.69","232.96"
"814","2011","13","West Bengal","Malda","50925.0","55.7","220.39","116.06","23736.0","25.96","102.72","54.1","16774.0","18.35","72.59","38.23","91435.0","395.7","208.39"
"814","2012","13","West Bengal","Malda","54962.0","57.91","237.85","120.16","24009.0","25.29","103.9","52.49","15946.0","16.8","69.01","34.86","94917.0","410.75","207.51"
"814","2013","13","West Bengal","Malda","45627.0","64.65","196.53","101.74","13458.0","19.07","57.97","30.01","11492.0","16.28","49.5","25.62","70577.0","304.0","157.37"
"814","2014","13","West Bengal","Malda","59198.0","59.35","252.64","130.48","23141.0","23.2","98.76","51.0","17413.0","17.46","74.31","38.38","99752.0","425.71","219.86"
"814","2015","13","West Bengal","Malda","61792.0","59.34","260.84","131.53","24722.0","23.74","104.36","52.62","17622.0","16.92","74.39","37.51","104136.0","439.58","221.66"
"814","2016","13","West Bengal","Malda","58028.0","59.23","245.19","124.64","22359.0","22.82","94.48","48.03","17586.0","17.95","74.31","37.77","97972.0","413.97","210.44"
"814","2017","13","West Bengal","Malda","46390.0","52.1","198.52","98.56","23274.0","26.14","99.6","49.45","19383.0","21.77","82.95","41.18","89047.0","381.07","189.2"
"816","1966","13","West Bengal","Cooch Behar","194.0","94.17","0.71","0.56","12.0","5.83","0.04","0.03","0.0","0.0","0.0","0.0","206.0","0.75","0.59"
"816","1967","13","West Bengal","Cooch Behar","123.0","68.72","0.45","0.35","56.0","31.28","0.2","0.16","0.0","0.0","0.0","0.0","179.0","0.65","0.51"
"816","1968","13","West Bengal","Cooch Behar","90.0","69.77","0.33","0.26","30.0","23.26","0.11","0.09","9.0","6.98","0.03","0.03","129.0","0.47","0.37"
"816","1969","13","West Bengal","Cooch Behar","115.0","35.28","0.42","0.32","85.0","26.07","0.31","0.24","126.0","38.65","0.46","0.35","326.0","1.19","0.91"
"816","1970","13","West Bengal","Cooch Behar","112.0","53.59","0.41","0.31","28.0","13.4","0.1","0.08","69.0","33.01","0.25","0.19","209.0","0.76","0.58"
"816","1971","13","West Bengal","Cooch Behar","674.0","81.2","2.47","1.82","148.0","17.83","0.54","0.4","8.0","0.96","0.03","0.02","830.0","3.04","2.24"
"816","1972","13","West Bengal","Cooch Behar","688.0","60.03","2.53","1.85","148.0","12.91","0.54","0.4","310.0","27.05","1.14","0.83","1146.0","4.21","3.08"
"816","1973","13","West Bengal","Cooch Behar","759.0","45.56","2.8","2.03","402.0","24.13","1.48","1.07","505.0","30.31","1.86","1.35","1666.0","6.15","4.45"
"816","1974","13","West Bengal","Cooch Behar","395.0","45.25","1.53","1.03","189.0","21.65","0.73","0.49","289.0","33.1","1.12","0.75","873.0","3.38","2.27"
"816","1975","13","West Bengal","Cooch Behar","525.0","42.72","2.02","1.23","509.0","41.42","1.96","1.19","195.0","15.87","0.75","0.46","1229.0","4.73","2.88"
"816","1976","13","West Bengal","Cooch Behar","761.0","47.0","2.91","1.75","690.0","42.62","2.64","1.59","168.0","10.38","0.64","0.39","1619.0","6.19","3.72"
"816","1977","13","West Bengal","Cooch Behar","1364.0","53.01","5.2","3.16","837.0","32.53","3.19","1.94","372.0","14.46","1.42","0.86","2573.0","9.82","5.97"
"816","1978","13","West Bengal","Cooch Behar","2097.0","45.69","7.93","5.04","1569.0","34.18","5.93","3.77","924.0","20.13","3.49","2.22","4590.0","17.35","11.04"
"816","1979","13","West Bengal","Cooch Behar","2292.0","46.98","8.82","5.21","1683.0","34.49","6.48","3.82","904.0","18.53","3.48","2.05","4879.0","18.77","11.08"
"816","1980","13","West Bengal","Cooch Behar","3164.0","46.5","11.97","7.57","2001.0","29.4","7.57","4.79","1640.0","24.1","6.2","3.93","6805.0","25.74","16.29"
"816","1981","13","West Bengal","Cooch Behar","3342.0","51.27","12.69","8.28","2086.0","32.0","7.92","5.17","1090.0","16.72","4.14","2.7","6518.0","24.76","16.15"
"816","1982","13","West Bengal","Cooch Behar","3874.0","44.48","14.95","9.15","2705.0","31.06","10.44","6.39","2130.0","24.46","8.22","5.03","8709.0","33.6","20.56"
"816","1983","13","West Bengal","Cooch Behar","6395.0","51.98","23.98","14.99","3370.0","27.39","12.64","7.9","2537.0","20.62","9.51","5.95","12302.0","46.13","28.83"
"816","1984","13","West Bengal","Cooch Behar","6690.0","49.06","25.9","15.22","3986.0","29.23","15.43","9.07","2960.0","21.71","11.46","6.73","13636.0","52.79","31.03"
"816","1985","13","West Bengal","Cooch Behar","7170.0","51.94","29.27","16.6","3772.0","27.32","15.4","8.73","2863.0","20.74","11.69","6.63","13805.0","56.35","31.96"
"816","1986","13","West Bengal","Cooch Behar","9567.0","52.6","36.01","19.82","5037.0","27.7","18.96","10.44","3583.0","19.7","13.49","7.42","18187.0","68.45","37.68"
"816","1987","13","West Bengal","Cooch Behar","12755.0","70.21","51.22","29.43","1519.0","8.36","6.1","3.5","3893.0","21.43","15.63","8.98","18167.0","72.96","41.92"
"816","1988","13","West Bengal","Cooch Behar","13835.0","53.04","53.25","28.19","7214.0","27.66","27.77","14.7","5035.0","19.3","19.38","10.26","26084.0","100.4","53.15"
"816","1989","13","West Bengal","Cooch Behar","15575.0","53.02","-1.0","32.76","8405.0","28.61","-1.0","17.68","5398.0","18.37","-1.0","11.35","29378.0","-1.0","61.8"
"816","1990","13","West Bengal","Cooch Behar","17412.0","52.79","70.35","38.28","9574.0","29.03","38.68","21.05","5998.0","18.18","24.24","13.19","32984.0","133.27","72.51"
"816","1991","13","West Bengal","Cooch Behar","17870.0","53.15","0.0","36.67","9071.0","26.98","0.0","18.61","6681.0","19.87","0.0","13.71","33622.0","0.0","69.0"
"816","1992","13","West Bengal","Cooch Behar","19365.0","59.85","0.0","41.23","9572.0","29.58","0.0","20.38","3420.0","10.57","0.0","7.28","32357.0","0.0","68.89"
"816","1993","13","West Bengal","Cooch Behar","19027.0","59.05","0.0","41.3","7951.0","24.68","0.0","17.26","5244.0","16.27","0.0","11.38","32222.0","0.0","69.94"
"816","1994","13","West Bengal","Cooch Behar","20321.0","61.02","81.64","0.0","7682.0","23.07","30.86","0.0","5297.0","15.91","21.28","0.0","33300.0","133.79","0.0"
